Date,Open Balances,Closed,New Cases
2023-05-18,1923,451,428
2023-05-19,1795,346,406
2023-05-20,1855,0,210
2023-05-21,2065,0,276
2023-05-22,2280,447,501
2023-05-23,2250,445,468
2023-05-24,2105,410,491
2023-05-25,2131,410,480
2023-05-26,2007,450,435
2023-05-27,1992,11,197
2023-05-28,2189,6,205
2023-05-29,2277,406,511
2023-05-30,2230,491,466
2023-05-31,2052,402,490
2023-06-01,1995,359,415
2023-06-02,2051,0,242
2023-06-03,2293,0,195
2023-06-04,2494,1,201
2023-06-05,2615,418,487
2023-06-06,2601,371,522
2023-06-07,2713,403,525
2023-06-08,2675,428,464
2023-06-09,2577,568,397
2023-06-10,2406,0,221
2023-06-11,2627,0,201
2023-06-12,2666,452,469
2023-06-13,2511,416,456
2023-06-14,2355,448,424
2023-06-15,2180,437,469
2023-06-16,2109,442,445
2023-06-17,2112,2,205
2023-06-18,2315,0,183
2023-06-19,2376,352,484
2023-06-20,2376,340,427
2023-06-21,2266,433,385
2023-06-22,2137,339,420
2023-06-23,2083,441,383
2023-06-24,2025,0,233
2023-06-25,2258,0,171
2023-06-26,2249,464,435
2023-06-27,2165,392,387
2023-06-28,2105,428,408
2023-06-29,2085,0,253
2023-06-30,2186,359,358
2023-07-01,2185,0,188
2023-07-02,2373,0,162
2023-07-03,2391,427,477
2023-07-04,2423,404,486
2023-07-05,2423,338,471
2023-07-06,2455,403,503
2023-07-07,2481,425,507
2023-07-08,2563,0,225
2023-07-09,2788,0,230
2023-07-10,2887,457,524
2023-07-11,2852,382,479
2023-07-12,2766,447,428
2023-07-13,2647,456,456
2023-07-14,2555,501,413
2023-07-15,2467,5,239
2023-07-16,2701,11,219
2023-07-17,2735,392,448
2023-07-18,2571,470,434
2023-07-19,2372,472,408
2023-07-20,2196,405,408
2023-07-21,2022,374,322
2023-07-22,1970,0,195
2023-07-23,2165,0,163
2023-07-24,2269,350,378
2023-07-25,2107,391,423
2023-07-26,2017,386,446
2023-07-27,1951,358,403
2023-07-28,1855,378,443
2023-07-29,1920,1,194
2023-07-30,2113,2,184
2023-07-31,2191,312,400
2023-08-01,2158,370,433
2023-08-02,2088,378,391
2023-08-03,1964,386,374
2023-08-04,1837,450,367
2023-08-05,1754,1,184
2023-08-06,1937,0,185
2023-08-07,2028,378,394
2023-08-08,1835,412,449
2023-08-09,1872,2,264
2023-08-10,2034,344,433
2023-08-11,1996,296,356
2023-08-12,2056,1,191
2023-08-13,2246,0,214
2023-08-14,2315,418,451
2023-08-15,2182,451,405
2023-08-16,2025,471,405
2023-08-17,1869,389,458
2023-08-18,1808,414,356
2023-08-19,1750,3,193
2023-08-20,1919,0,172
2023-08-21,2051,450,494
2023-08-22,2024,434,438
2023-08-23,1912,367,418
2023-08-24,1847,335,392
2023-08-25,1834,383,345
2023-08-26,1796,0,176
2023-08-27,1972,0,189
2023-08-28,1992,374,427
2023-08-29,1887,379,397
2023-08-30,1791,371,345
2023-08-31,1647,372,297
2023-09-01,1572,0,192
2023-09-02,1714,2,144
2023-09-03,1856,0,142
2023-09-04,1868,332,408
2023-09-05,1908,377,429
2023-09-06,1768,397,442
2023-09-07,1692,357,441
2023-09-08,1723,334,353
2023-09-09,1742,0,184
2023-09-10,1926,0,169
2023-09-11,1977,432,416
2023-09-12,1775,359,397
2023-09-13,1719,409,373
2023-09-14,1579,471,396
2023-09-15,1389,294,338
2023-09-16,1306,0,211
2023-09-17,1475,2,171
2023-09-18,1733,438,476
2023-09-19,1595,409,426
2023-09-20,1540,306,428
2023-09-21,1553,297,452
2023-09-22,1577,323,345
2023-09-23,1072,0,182
2023-09-24,1228,2,158
2023-09-25,1783,370,388
2023-09-26,1718,390,417
2023-09-27,1626,369,358
2023-09-28,1507,401,397
2023-09-29,1390,361,355
2023-09-30,1384,0,175
2023-10-01,1559,0,158
2023-10-02,1532,356,386
2023-10-03,1413,314,399
2023-10-04,1342,358,387
2023-10-05,1219,306,354
2023-10-06,1169,299,339
2023-10-07,1209,0,170
2023-10-08,1379,0,188
2023-10-09,1458,403,456
2023-10-10,1477,344,335
2023-10-11,1184,422,395
2023-10-12,1327,355,390
2023-10-13,1251,299,340
2023-10-14,1292,0,163
2023-10-15,1497,4,209
2023-10-16,1616,413,394
2023-10-17,1413,387,388
2023-10-18,1350,301,361
2023-10-19,1304,366,435
2023-10-20,1300,254,362
2023-10-21,1408,0,155
2023-10-22,1563,0,181
2023-10-23,1742,399,381
2023-10-24,1544,395,405
2023-10-25,1332,377,384
2023-10-26,1361,302,390
2023-10-27,1325,364,332
2023-10-28,1293,0,197
2023-10-29,1491,0,148
2023-10-30,1638,385,378
2023-10-31,1454,378,349
2023-11-01,1280,401,380
2023-11-02,1169,311,388
2023-11-03,1154,286,340
2023-11-04,1208,0,156
2023-11-05,1363,1,138
2023-11-06,1400,368,498
2023-11-07,1386,369,468
2023-11-08,1370,327,390
2023-11-09,1307,372,332
2023-11-10,1118,310,314
2023-11-11,1122,0,148
2023-11-12,1270,0,161
2023-11-13,1431,0,235
2023-11-14,1617,408,409
2023-11-15,1525,422,524
2023-11-16,1650,356,400
2023-11-17,1677,348,443
2023-11-18,1772,0,213
2023-11-19,1985,0,188
2023-11-20,2150,523,505
2023-11-21,2033,617,500
2023-11-22,1912,543,477
2023-11-23,1761,460,432
2023-11-24,1642,439,473
2023-11-25,1676,0,184
2023-11-26,1860,4,173
2023-11-27,1957,460,416
2023-11-28,1835,458,466
2023-11-29,1747,427,442
2023-11-30,1665,462,484
2023-12-01,1539,378,417
2023-12-02,1577,0,265
2023-12-03,1842,3,199
2023-12-04,2001,522,514
2023-12-05,1864,483,480
2023-12-06,1744,502,471
2023-12-07,1589,543,488
2023-12-08,1471,439,471
2023-12-09,1503,0,225
2023-12-10,1728,0,200
2023-12-11,1818,485,537
2023-12-12,1746,451,448
2023-12-13,1683,411,431
2023-12-14,1642,449,458
2023-12-15,1553,438,403
2023-12-16,1518,3,269
2023-12-17,1784,11,210
2023-12-18,1875,354,523
2023-12-19,1961,503,490
2023-12-20,1855,421,450
2023-12-21,1783,452,446
2023-12-22,1751,468,420
2023-12-23,1603,0,207
2023-12-24,1896,0,148
2023-12-25,1910,7,163
2023-12-26,2059,528,507
2023-12-27,1851,440,514
2023-12-28,1831,447,498
2023-12-29,1780,426,401
2023-12-30,1755,0,232
2023-12-31,1987,0,186
