Date,Avg Case Closed Per CSE,Avg Case Closed Per CSA,Avg Case Closed Per TL,Avg Case Closed per Temp,Average Case Closed per CfS,Avg Case Closed per Sup,,,,,,,,,,,,,,,,,,
3 Sep (Sun),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
4 Sep (Mon),29,16,9,15,0,0,,,,,,,,,,,,,,,,,,
5 Sep (Tue),28,17,1,13,0,0,,,,,,,,,,,,,,,,,,
6 Sep (Wed),28,18,4,10,0,0,,,,,,,,,,,,,,,,,,
7 Sep (Thu),29,16,4,11,0,0,,,,,,,,,,,,,,,,,,
8 Sep (Fri),32,18,5,10,0,0,,,,,,,,,,,,,,,,,,
9 Sep (Sat),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
10 Sep (Sun),0,1,0,0,0,0,,,,,,,,,,,,,,,,,,
11 Sep (Mon),31,16,2,12,0,0,,,,,,,,,,,,,,,,,,
12 Sep (Tue),25,16,1,14,0,0,,,,,,,,,,,,,,,,,,
13 Sep (Wed),28,18,3,17,0,0,,,,,,,,,,,,,,,,,,
14 Sep (Thu),32,15,3,20,0,0,,,,,,,,,,,,,,,,,,
15 Sep (Fri),27,11,3,13,0,0,,,,,,,,,,,,,,,,,,
16 Sep (Sat),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
17 Sep (Sun),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
18 Sep (Mon),30,18,4,14,0,0,,,,,,,,,,,,,,,,,,
19 Sep (Tue),26,17,2,18,0,0,,,,,,,,,,,,,,,,,,
20 Sep (Wed),23,18,1,9,0,0,,,,,,,,,,,,,,,,,,
21 Sep (Thu),24,14,1,12,0,0,,,,,,,,,,,,,,,,,,
22 Sep (Fri),26,14,1,12,0,0,,,,,,,,,,,,,,,,,,
23 Sep (Sat),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
24 Sep (Sun),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
25 Sep (Mon),28,14,1,13,0,0,,,,,,,,,,,,,,,,,,
26 Sep (Tue),27,15,1,17,0,0,,,,,,,,,,,,,,,,,,
27 Sep (Wed),28,16,0,16,0,0,,,,,,,,,,,,,,,,,,
28 Sep (Thu),25,20,0,14,0,0,,,,,,,,,,,,,,,,,,
29 Sep (Fri),25,15,3,12,0,0,,,,,,,,,,,,,,,,,,
30 Sep (Sat),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1 Oct (Sun),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2 Oct (Mon),24,12,3,15,0,0,,,,,,,,,,,,,,,,,,
3 Oct (Tue),21,13,9,18,0,0,,,,,,,,,,,,,,,,,,
4 Oct (Wed),23,10,6,24,0,0,,,,,,,,,,,,,,,,,,
5 Oct (Thu),23,10,1,16,0,0,,,,,,,,,,,,,,,,,,
6 Oct (Fri),30,14,3,16,0,0,,,,,,,,,,,,,,,,,,
7 Oct (Sat),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
8 Oct (Sun),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
9 Oct (Mon),30,16,5,22,0,0,,,,,,,,,,,,,,,,,,
10 Oct (Tue),31,15,4,16,0,0,,,,,,,,,,,,,,,,,,
11 Oct (Wed),24,14,3,22,0,0,,,,,,,,,,,,,,,,,,
12 Oct (Thu),25,12,1,15,0,0,,,,,,,,,,,,,,,,,,
13 Oct (Fri),23,14,2,11,0,0,,,,,,,,,,,,,,,,,,
14 Oct (Sat),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
15 Oct (Sun),4,0,0,0,0,0,,,,,,,,,,,,,,,,,,
16 Oct (Mon),23,14,1,4,0,0,,,,,,,,,,,,,,,,,,
17 Oct (Tue),26,11,5,25,0,0,,,,,,,,,,,,,,,,,,
18 Oct (Wed),22,9,0,18,0,0,,,,,,,,,,,,,,,,,,
19 Oct (Thu),25,14,0,0,0,0,,,,,,,,,,,,,,,,,,
20 Oct (Fri),24,12,1,27,0,0,,,,,,,,,,,,,,,,,,
21 Oct (Sat),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
22 Oct (Sun),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
23 Oct (Mon),29,18,1,21,0,0,,,,,,,,,,,,,,,,,,
24 Oct (Tue),27,17,0,36,0,0,,,,,,,,,,,,,,,,,,
25 Oct (Wed),28,18,1,17,0,0,,,,,,,,,,,,,,,,,,
26 Oct (Thu),22,17,1,19,0,0,,,,,,,,,,,,,,,,,,
27 Oct (Fri),24,18,1,0,0,0,,,,,,,,,,,,,,,,,,
28 Oct (Sat),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
29 Oct (Sun),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
30 Oct (Mon),25,18,4,23,0,0,,,,,,,,,,,,,,,,,,
31 Oct (Tue),24,18,5,23,0,0,,,,,,,,,,,,,,,,,,
1 Nov (Wed),25,12,3,20,0,0,,,,,,,,,,,,,,,,,,
2 Nov (Thu),25,14,2,14,0,0,,,,,,,,,,,,,,,,,,
3 Nov (Fri),19,14,0,17,0,0,,,,,,,,,,,,,,,,,,
4 Nov (Sat),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
5 Nov (Sun),1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
6 Nov (Mon),22,17,2,24,0,0,,,,,,,,,,,,,,,,,,
7 Nov (Tue),29,19,0,13,0,0,,,,,,,,,,,,,,,,,,
8 Nov (Wed),22,16,1,13,0,0,,,,,,,,,,,,,,,,,,
9 Nov (Thu),27,15,2,0,0,0,,,,,,,,,,,,,,,,,,
10 Nov (Fri),24,17,0,12,0,0,,,,,,,,,,,,,,,,,,
11 Nov (Sat),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
12 Nov (Sun),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
13 Nov (Mon),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
14 Nov (Tue),30,24,3,20,0,0,,,,,,,,,,,,,,,,,,
15 Nov (Wed),35,18,3,21,0,0,,,,,,,,,,,,,,,,,,
16 Nov (Thu),27,13,4,31,0,0,,,,,,,,,,,,,,,,,,
17 Nov (Fri),27,17,1,15,0,0,,,,,,,,,,,,,,,,,,
18 Nov (Sat),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
19 Nov (Sun),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
20 Nov (Mon),35,18,6,13,0,0,,,,,,,,,,,,,,,,,,
21 Nov (Tue),32,25,9,14,0,0,,,,,,,,,,,,,,,,,,
22 Nov (Wed),33,25,7,12,0,0,,,,,,,,,,,,,,,,,,
23 Nov (Thu),28,22,7,15,0,0,,,,,,,,,,,,,,,,,,
24 Nov (Fri),29,23,3,10,0,0,,,,,,,,,,,,,,,,,,
25 Nov (Sat),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
26 Nov (Sun),4,0,0,0,0,0,,,,,,,,,,,,,,,,,,
27 Nov (Mon),33,26,6,11,0,0,,,,,,,,,,,,,,,,,,
28 Nov (Tue),31,25,5,13,0,0,,,,,,,,,,,,,,,,,,
29 Nov (Wed),31,21,7,6,0,0,,,,,,,,,,,,,,,,,,
30 Nov (Thu),37,26,7,14,0,0,,,,,,,,,,,,,,,,,,
1 Dec (Fri),33,22,10,15,0,0,,,,,,,,,,,,,,,,,,
2 Dec (Sat),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
3 Dec (Sun),2,0,0,0,0,0,,,,,,,,,,,,,,,,,,
4 Dec (Mon),34,23,7,12,0,0,,,,,,,,,,,,,,,,,,
5 Dec (Tue),30,28,6,16,0,0,,,,,,,,,,,,,,,,,,
6 Dec (Wed),29,27,10,15,0,0,,,,,,,,,,,,,,,,,,
7 Dec (Thu),32,23,8,16,0,0,,,,,,,,,,,,,,,,,,
8 Dec (Fri),30,24,8,15,0,0,,,,,,,,,,,,,,,,,,
9 Dec (Sat),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
10 Dec (Sun),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
11 Dec (Mon),30,22,9,14,0,0,,,,,,,,,,,,,,,,,,
12 Dec (Tue),29,19,7,14,0,0,,,,,,,,,,,,,,,,,,
13 Dec (Wed),26,23,9,11,0,0,,,,,,,,,,,,,,,,,,
14 Dec (Thu),30,18,10,13,0,0,,,,,,,,,,,,,,,,,,
15 Dec (Fri),26,22,5,15,0,0,,,,,,,,,,,,,,,,,,
16 Dec (Sat),3,0,0,0,0,0,,,,,,,,,,,,,,,,,,
17 Dec (Sun),10,0,0,0,0,0,,,,,,,,,,,,,,,,,,
18 Dec (Mon),29,18,6,10,0,0,,,,,,,,,,,,,,,,,,
19 Dec (Tue),30,23,15,15,0,0,,,,,,,,,,,,,,,,,,
20 Dec (Wed),27,19,17,10,0,0,,,,,,,,,,,,,,,,,,
21 Dec (Thu),21,19,15,15,0,0,,,,,,,,,,,,,,,,,,
22 Dec (Fri),29,19,4,15,0,0,,,,,,,,,,,,,,,,,,
23 Dec (Sat),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
24 Dec (Sun),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
25 Dec (Mon),7,0,0,0,0,0,,,,,,,,,,,,,,,,,,
26 Dec (Tue),34,24,12,12,0,0,,,,,,,,,,,,,,,,,,
27 Dec (Wed),28,23,10,13,0,0,,,,,,,,,,,,,,,,,,
28 Dec (Thu),27,26,12,15,0,0,,,,,,,,,,,,,,,,,,
29 Dec (Fri),26,23,14,15,0,0,,,,,,,,,,,,,,,,,,
30 Dec (Sat),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
31 Dec (Sun),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1 Jan (Mon),3,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2 Jan (Tue),31,21,12,26,0,0,,,,,,,,,,,,,,,,,,
3 Jan (Wed),34,24,11,25,0,0,,,,,,,,,,,,,,,,,,
4 Jan (Thu),30,23,19,25,0,0,,,,,,,,,,,,,,,,,,
5 Jan (Fri),29,25,18,13,0,0,,,,,,,,,,,,,,,,,,
6 Jan (Sat),0,0,0,0,0,63,,,,,,,,,,,,,,,,,,
7 Jan (Sun),4,0,0,0,0,0,,,,,,,,,,,,,,,,,,
8 Jan (Mon),29,21,28,36,19,30,,,,,,,,,,,,,,,,,,
9 Jan (Tue),31,21,22,29,17,21,,,,,,,,,,,,,,,,,,
10 Jan (Wed),30,22,19,21,17,26,,,,,,,,,,,,,,,,,,
11 Jan (Thu),30,26,22,29,21,20,,,,,,,,,,,,,,,,,,
12 Jan (Fri),25,22,15,25,17,3,,,,,,,,,,,,,,,,,,
13 Jan (Sat),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
14 Jan (Sun),4,0,0,0,0,0,,,,,,,,,,,,,,,,,,
15 Jan (Mon),30,22,28,35,21,14,,,,,,,,,,,,,,,,,,
16 Jan (Tue),31,22,28,26,24,6,,,,,,,,,,,,,,,,,,
17 Jan (Wed),30,24,22,24,20,6,,,,,,,,,,,,,,,,,,
18 Jan (Thu),28,23,25,21,15,3,,,,,,,,,,,,,,,,,,
19 Jan (Fri),27,22,12,19,9,1,,,,,,,,,,,,,,,,,,
20 Jan (Sat),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
21 Jan (Sun),4,0,0,0,0,0,,,,,,,,,,,,,,,,,,
22 Jan (Mon),27,20,23,13,12,1,,,,,,,,,,,,,,,,,,
23 Jan (Tue),28,23,19,8,17,0,,,,,,,,,,,,,,,,,,
24 Jan (Wed),27,22,21,11,15,1,,,,,,,,,,,,,,,,,,
25 Jan (Thu),29,22,19,22,22,0,,,,,,,,,,,,,,,,,,
26 Jan (Fri),26,20,18,10,19,0,,,,,,,,,,,,,,,,,,
27 Jan (Sat),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
28 Jan (Sun),6,0,0,0,0,0,,,,,,,,,,,,,,,,,,
29 Jan (Mon),29,23,13,14,13,3,,,,,,,,,,,,,,,,,,
30 Jan (Tue),26,20,13,7,21,0,,,,,,,,,,,,,,,,,,
31 Jan (Wed),24,22,6,8,21,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
